poem_name,poem_meter,poem_content,line_count
عديني أفي الدنيا أقل من الوعد,طويل,"عِديني أفي الدُّنيا أقلُّ مِنَ الوَعدِ
فلن تجدي مِثلي ولن تَصِلي بَعدي
إذا قلتِ لي يوماً أُحبُّكَ يا فتى
قنعتُ بأحلى ما يُقالُ فذا قصدي
هي اللفظةُ المُثلى لمثلي فإنَّني
طروبٌ لألفاظٍ من الخرَّد المُلد
نشوقُ لأنفاسٍ إذا ما تضوَّعَت
تُذكِّرُني عَرفَ البنفسجِ والورد
معذِّبتي الحسناءُ رَبُّكِ مُحسنٌ
فلا تجحدي رَبَّ المحاسنِ بالصدّ
نظَمتِ قلوبَ العاشقينَ قلادةً
ولكنَّ هذا القلبَ واسطةُ العقد
فإن سرتِ يوماً مثلَ زينب تدمُرٍ
فقولي لهم هذا الفتى قائدُ الجند
لأجلِكِ أرعى النَّجمَ ليتَكِ نجمةٌ
من القبَّةِ الزرقاءِ تَطلَعُ لي وحدي
ولا فلكيٌّ للكواكب راصدٌ
ولي مرصدٌ يُبنى على جبلِ الهند
فكم شاقني نورُ المقاصيرِ في الدُّجى
ولذَّةُ عَيني في التنوُّرِ والسُّهد
فهل ترفعينَ السترَ يوماً لتُشرقي
على القلبِ إشراقَ الهلالِ على اللحد
رداؤك فيه الرَّوضُ أخضَرُ مُزهِرٌ
وثغرُكِ فيهِ لذَّةُ الخمرِ والشَّهد
فأجمِل بَوشيٍ من بنانِكِ مُحكمٍ
على مخملٍ منه النّعومَةُ في الخدِّ
وليسَ مَلوماً من تمتَّعَ ساعةً
من الحُسنِ لكنَّ الملومَ أخو الزّهد",14
تذكرت ما سخى بنفسي عنكم,طويل,"تذكَّرْتُ ما سخَّى بنفسيَ عنكُمُ
فلم أرهُ مالاً ولم أره أهْلا
بلى خطراتٌ مِن طويلة كلّما
خطرْنَ وجدْتُ الوعْر من بعدِكُم سهلا
إذا مُثّلتْ لي لحية الليفِ خطرةً
سلوتكمُ كرهاً وإن كنتُ لا أسلا
وما خِلتُ نفسي تقتضيني لقاءَكم
فأمنحها لولا شناءتُه المطلا
أرى قربكم عِدلَ الحياة وروحَها
ويعدل عندي قُربه الموت والقتلا
وكيف تلذُّ العينُ وجهَ حبيبها
وفيها قذاة لا تزال لها كُحلا
خذوا بإباقي لحيةَ الليفِ أو خُذُوا
بتشريده عني معزّمكم فضلا
لئنْ كان للصبيان أُمٌّ دميمةٌ
تُخَنّقُهم صَرعاً وتُوسِعهم خبلا
فإن أخانا لحية الليفِ بعلُها
ألا قبَّح اللَّه الحليلة والبعلا",9
رأيت أبا إسحاق والفحل فوقه,طويل,"رأيت أبا إسحاق والفحل فوقه
وللأير في الأحشاء منه خفيقُ
فأومى بأن نكني فقلت له انتظر
فراغ أخينا فالمكانُ مضيقُ
فقال مجيباً وهو في سكراته
له نخرات بينهن شهيق
لعمرك ما ضاقت بلاد بأهلها
ولكن أخلاق الرجال تضيق",4
ويفتح لي بالشيء أهوى وأشتهي,طويل,"ويفتح لي بالشيء أهوى وأشتهي
مواساة جاري والجوار وكيد
ويمنعني أن يسط الجار عادة
وليس لمعروف المقل مزيد
ويقبضني عن عادة الخير غيره
كما قال غيري وافطام جهيد
وإن زمانا يمنع الحر خيره
عن الناس من خوف الأذى لشديد",4
على قدر ما يلتاح من ذلك الحسن,طويل,"عَلَى قَدْرِ مَا يَلْتَاحُ مِنْ ذَلِكَ الْحُسْنِ
أُكَابِدُ مِنْ شَوْقٍ إِلَيْهِ وَمِنْ حُزْنِ
لَطَائِفُهُ أَبْقَتْ عَلَيَّ فَكُلَّمَا
تَعَدَّيْتُ طَوْرِي فِيهِ غَيّبَنِي عَنِّي
حَنَانَيْكَ تَكْفِي مُهْجَتِي مِنْكَ نَظْرَةٌ
وَيَا فَوْزَ قِدْحِي إِنْ رَضِيتَ بِهَا مِنِّي",3
تبرع تاج الدين لي بنواله,طويل,"تبرَّعَ تاجُ الدين لي بنوالهِ
كوردٍ أفاد الرِيَّ قبل ورودهِ
تُطالبني غُرُّ القوافي بمدحهِ
كأنَّ القوافي أصبحت من جنودهِ
فأُمسكُ لا بخلاً عليه بحقِّهِ
ولكنهُ واللّهِ رفْقٌ بجودهِ",3
كانت للمسرة معهدا,طويل,"كانت للمسرة معهداً
فبانت فلي من غيرها الخُزنُ والحَزنُ
الحيا ما دام حياً خيالها
سجالاً يكلُّ الليل عنهن الوزن
إذا المزن لم يضحك عليها بوارقا
ولم يبك أجفاناً فلا طلع المزن",3
إليك سعى يا أوحد الدهر سؤدد,طويل,"إِلَيكَ سَعى يا أَوحَد الدَهر سؤددُ
بِهِ لَكَ أَبناء المَعارف تَشهَدُ
وَإِنَّكَ أَولى يا نَبيه بِرُتبة
عَلَيها أَخو العرفان وَالفَضل يحسد
وَكَيفَ وَلِلتَدبير مِنكَ فَراسةٌ
يعضِّدها رَأي مُنيف مسدد
وَفي مصر دِيوان المُرور الَّذي حَلا
بِكَ اِزدادَ تَشريفاً بَناه المشيد
فَعش رافِلاً في حلة السَعد وَالبَها
يَهنيك بِالإِقبال عَبد وَسيد
وَتَرقى إِلى أَسمى المَراتب رفعة
فَطالعك السامي بِما شئت يَسعد
وَتَبقى لَنا ما قال مَجدي مُؤرخاً
لمرتبة عَلياء جاء محمد",7
يجود على شح الليالي وبخلها,طويل,"يجودُ على شُحِّ اللَّيالي وبخلها
ويُعدى على جور الزِّمانِ وعسْفه
فللفقرِ من آلائه طرفُ طرفه
وللدهرِ من آرائه صِرفُ صَرْفه
يدبِّر مُلكاً ظلَّ منتظماً به
كعقدٍ يحلى حسنَه حسنُ وصفه
له خاطرٌ كالبرق ضوءاً وسُرعةً
فلو لاح أَودَى كُلُّ طرفِ بِخَطْفه
يرى منه ما في النفس من قبلِ ذِكره
ومِنْ خَلْفِ ستر الغيبِ من قبل كَشْفه
وما تحسد الأَفواهُ غير يَراعه
يُضائقها في لثمها بطنُ كَفِّه
يسطر ما يَلقى السقيمُ ببرْئه
ويكتبُ ما يَلْقَى الْعَدُوُّ بحتفه
يُنَمْنِمُ في القِرْطاس روضاً موشعاً
له ثمرٌ كِدْنا نقوم لِقَطْفه",8
أرى الناس لا يرقى إلى المجد منهم,طويل,"أَرى الناسَ لا يَرقى إِلى المَجدِ مِنهُمُ
سِوى ناقصٍ أَو ناقِضٍ في الأَضالِعِ
فَمَن شَكَّ فيما قُلتُهُ فَقِياسُهُ
عَلى مَعشَرٍ يَنفونَ شَكَّ المُنازِعِ
سُلَيمانَ وَالجاموسِ وَالصَدرِ وَاِبنِهِ
وَأَصهارِهِم وَالناصِحَينِ وَجامِعِ",3
أتاني هشام يدفع الضيم جاهدا,طويل,"أَتاني هِشامٌ يَدفَعُ الضَيمَ جاهِداً
يَقولُ أَلا ماذا تَرى وَتَقولُ
فَقُلتُ لَهُ قُم يا لَكَ الخَيرُ أَدِّها
مُذَلَّلَةً إِنَّ العَزيزَ ذَليلُ
فَإِن يَكُ دونَ القَينِ أَغبَرَ شامِخٌ
فَلَيسَ إِلى القَينِ الغَداةَ سَبيلُ",3
عجبت لخمر فوق خدك نوره,طويل,"عَجِبتُ لِخَمرٍ فَوقَ خَدِّكَ نورُهُ
وَنيرانُهُ تُذكي التَباريحَ مِن قَلبي
كَذَلِكَ دَمعي فَوقَ خَدّي مُذ جَرى
وَآثارُهُ مِن فَوقِ خَدِّكَ بِالعُشبِ
حُميتَ وَقَد حامَت عَلَيكَ مَطامِعي
فَكَم باتِرٍ عَضبٍ عَلى بارِدٍ عَذبِ",3
راق قلبي ومقلتي والطور,طويل,"رَاقَ قَلبِي ومُقلَتِي والطُّورِ
مَا أَتى فِي كِتَابِكَ المَسطُورِ
جَاءَنِي ضَحوةً تَلُوحُ البِشَارَا
تُ عَلَى وَجههِ البَهِىِّ النَّضِيرِ
فَتَفَرَّستُ أنَّهُ مُجتَبَى شَذ
رِ اللاّلِي المنظومِ والمَنثُورِ
فَفَضَضتُ الخِتامَ عَنهُ وقَد
بُثث على جَانِب السَّرِيرِ سُرُورِي
وازدَهَى مَجلِسِي ومُلِّي عَرفاً
فَائِحاً مُزرِياً بِكُلِّ عَبِيرِ
فَإذَا أجُرُفُ كَأنََّ إختلاَفَا
تِ إئتِلاَفَاتِهَا حَوَالِي السُّطُورِ
صُوَرٌ تُدهِشُ الألِبَّاءَ حُسناً
نَشرُهَا فَوقَ رَقِّهَا المَنشُورِ
أُشرِبَت مِن خُمُورِ صِرفِ المَعَاني
فَأرتَوَت مِن لُبَابِ تِلكَ الخُمُورِ
وقَرِيضٍ رِيضَت مَعانِيهِ حتى
ذَلَّ مِنها ولاَنَ كُلُّ نَفُورِ
بَارَكَ اللهُ فِيكَ أحيَيتَ رَبعَ العَهدِ
مِن بَعدِمَا ارتَدَى بِدُثُورِ
فَأعِد فالكَرِيمُ شِيمَتُه العَو
دُ وهَذَا شِفَاءُ دَاءِ الصُّدُورِ",11
أيا رب قد ألقيت رحل رجائي,طويل,"أيا رب قد ألقيت رحل رجائي
وأملت أن ألقى مناء منائي
وناديت خلف الباب يا سامع الدعا
أجب لي وهب لي طاعة لداعائي
فقد غلقت أبواب خلقك سيدي
وبابك مفتوح ولست بناء
وها أنا ذا بالباب مولاي واقف
وهذي يدي ممدودة بوعائي
فهب لي قبولا منك واسمع برحمة
ولا تجعلن الرد منك جزائي
عسى من نداك الجم نيك إرادتي
وتلحيق آمالي وقهر ثنائي
لك اللَه أشكو داء ستة أحرف
وأنت طبيبي جد لها بدوائي
فمن ألف من قبل لام وذالها
ونون وواو قد سقمت وباء
سألتك توفيقا لراء وحائها
وميم على إثر الدعاء وهاء
وقل لعا من عثرة استقيلها
وهبني وهب لي رتبة الشهداء
إذا جرتني مما أخاف وكان لي
شفيعاً رسول اللَه نلت منائي",11
عصى عاذليه واعترته لجاجة,طويل,"عَصى عاذِليهِ وَاِعتَرَتهُ لجاجَةٌ
فَرَتهُ نِزاعاً وَالمُحِبُّ نَزوعُ
عَرَتهُ خُطوبٌ شَرَّدَت نَومَ عَينِهِ
وَلَيسَ لِعَينِ المُستَهامِ هُجوعُ
عَزاؤُكَ لا تُغلَب عَلَيهِ فَإِنَّهُ
هُوَ الدَهرُ إِن يُؤمَن فَسَوفَ يَروعُ
عَصى عاذِليهِ إِن أَطاعَ حمامَهُ
وَيَعصي الفَتى في حُبِّهِ وَيُطيعُ",4
إلى الله أشكو من بداني بوصله,طويل,"إلى اللَه أشكو من بداني بوصله
فلما حوى قلبي براه ببخله
سآجر نفسي عن تقاضيه راضياً
إلى أن أراه ساخطاً بعد فعله
وآخذ منه العفو ما دام باخلاً
وأنهى لساني أن يعود لعذله
فرب اعتذارٍ قد تمنيت أنني
خرست وأني لم أخاطب بمثله",4
سأنفق وفرى في اكتساب مكارم,طويل,"سأُنْفِق وفَرْى في اكتسابِ مكارِمٍ
أظَلُّ بها بعد المَماتِ مخلَّدَا
وأسعى إلى الهجاءِ لا أرهبُ الرّدى
ولا أتَخَشّى عامِلاً ومهَنّدَا
بكلِّ فتىً يلقى المنِيَّةَ ضاحِكاً
كأنَّ له في القتلِ عَيشاً مُجَدَدا
فإن نلتُ ما أرجو فللجودِ ثمَّ لي
وإن مِتُّ خَلَّفتُ الثَّناءَ المؤَبَّدا",4
بسيفك فيما اخترت من عاجل القتل,طويل,"بِسيفك فيما اخترتَ من عاجلِ القتلِ
سُقِيتَ ذُعافَ الموتِ فَاشْربْ أبا جَهلِ
هُو السّيفُ لولا الجبنُ لم يَمْضِ حدُّه
ولم يَرْضَ في جِدّ الكريهةِ بالهزلِ
شَهِدْتَ الوغَى تَبغِي على الضّعفِ راحةً
لِنَفْسِكَ من حِقدٍ مُذيبٍ ومن غِلِّ
أفرعونُ إن تجهلْ فلن تَجهَل الوغَى
فَراعينَها مِن ذي شَبابٍ ومن كَهْلِ
أصابَك فيها ما أصابَك من أذىً
وفاتَك ما نالَ الرُّوَيْعِيُّ من فَضْلِ
رَماكُ مُعاذٌ قبله ومُعوّذٌ
وجاءك مَشبوباً حَمِيَّتُهُ تَغلي
سَقى السّيفَ عفواً من دمٍ لك طَيِّعٍ
فَمِن مُرتقَىً صعبٍ إلى مُسْتَقىً سَهْلِ
دَعِ الهزلَ يا ابْنَ الحنظليَّةِ إنّه
هو الجِدُّ كلُّ الجِدِّ لو كنتَ ذا عقلِ
هِيَ اللاّتُ والعُزَّى أضلّتْكَ هذِهِ
وزادتْكَ هذي من ضلالٍ ومن خَبْلِ
مَضَى جارُك المأفونُ خَزيانَ وَانْقَضَتْ
حِبالُك فَانْظُرْ هل ترى الآن من حَبْلِ
لقد كنتَ ترجو أن ترى الهُبَلَ الذي
رَضِيتَ به رَبّاً يَفوزُ ويَسْتَعْلِي
أصبتَ ابنَ مسعودٍ سَناءً ورفعةً
وباءَ عدوُّ اللّهِ بالخِزي والذُّلِّ
فَخُذْ سَيْفَهُ ثم ارفعِ الصَّوتَ شاكراً
فما بعدَ ما أعطاكَ ربُّك من سُؤْلِ",13
نفرت جفالا خيفة أن تتطيرا,طويل,"نَفَرَتْ جفالاً خِيفةً أن تَتَطيّرا
كالظبي لاحظَ قانصاً فَتَذَعّرا
صارت علاقتها لظى في مهجتي
ومحاجري سكبت عقيقاً أحمراً
راودتُها عن حاجتي فتعصفرتْ
وجناتُها خَجَلاً وقالت لن ترى
أصبحت ملهوفَ الحشا متعذباً
لا ميتاً حتى أُلَفَّ وأقبَرا",4
أمسعود هل غاداك يوما بفرحة,طويل,"أَمَسعودُ هَل غاداكَ يَوماً بِفَرحَةٍ
وَأَمسَيتَ لَم تَعرُض لَها التَرَحاتُ
وَهَل نَحنُ إِلّا أَنفُسٌ مُستَعارَةٌ
تَمُرُّ بِها الرَوحاتُ وَالغُدَواتُ
بَكَيتَ وَأَعطَتكَ البُكاءَ مُصيبَةٌ
مَضَت وَهيَ فَردٌ ما لَها أَخَواتُ
كَأَنَّكَ فيها لَم تَكُن تَعرِفُ العَزا
وَلَم تَتَعَمَّد غَيرَكَ النَكَباتُ
سَقى الضاحِكُ الوَسمِيُّ أَعظَمَ حِفرَةٍ
طَواها الرَدى في اللَحدِ وَهيَ رُفاتُ
أَرى بَهجَةَ الدُنيا رَجيعَ دَوائِرٍ
لَهُنَّ اِجتِماعٌ مَرَّةً وَشَتاتُ
طَوى أَيدِيَ المَعروفِ مَصرَعُ مالِكٍ
فَهُنَّ عَنِ الآمالِ مُنقَبِضاتُ",7
